customer_id,full_name,email,birth_date,gender,city,state,signup_date,customer_segment,acquisition_channel,monthly_income,credit_score,risk_level,is_active,churn_flag
4586,Ashleigh Baker,carrollsarah@example.org,1970-03-14,Male,New Janet,Greece,2023-07-24,Standard,Facebook Ads,2314,731,Medium,False,False
4587,Callum Knight,rachaelhayes@example.com,1991-04-24,Female,West Joshuatown,Malta,2024-08-08,Standard,Organic,3940,756,Low,True,False
4588,Dr George Barnes,emily69@example.net,1958-11-03,Male,Hunterville,Burundi,2023-09-06,Standard,Referral,4551,789,Low,False,False
4589,Geraldine Dean,garethwatson@example.org,1985-04-28,Female,South Darren,Kenya,2024-04-03,Standard,Facebook Ads,4744,724,Medium,True,True
4590,Dr Rachel Webster,bateskate@example.net,1994-05-20,Male,North Terrychester,Czech Republic,2023-09-06,Standard,Organic,4135,677,Medium,True,False
4591,Miss Linda Bailey,karl01@example.net,1996-03-08,Male,Lake Olivia,Venezuela,2025-11-24,Premium,Facebook Ads,6555,765,Low,False,False
4592,Stuart Mahmood-Shaw,ythomas@example.org,1953-12-27,Female,Rachelhaven,Guernsey,2024-02-21,Premium,Referral,10997,670,Medium,True,True
4593,Emily Marshall,bturner@example.com,1971-11-26,Female,Port Francistown,Korea,2025-07-08,Premium,Referral,11674,753,Low,True,False
4594,Stewart Scott-Macdonald,nevans@example.com,1971-01-22,Male,West Paul,Palau,2025-06-24,Business,Referral,12676,781,Low,True,False
4595,Adam Webb,davidcampbell@example.com,1988-08-21,Female,Rogerburgh,Israel,2023-07-31,Standard,Facebook Ads,4005,783,Low,True,False
4596,Mr Martyn Savage,edward90@example.com,1983-05-18,Male,Bradyport,United Arab Emirates,2026-01-24,Premium,Organic,6788,764,Low,True,False
4597,Patrick Smith,doneill@example.com,1999-04-22,Female,Smithland,Saint Helena,2024-11-13,Standard,Google Ads,3298,536,High,True,False
4598,Andrea Duffy,marc17@example.org,1959-01-19,Female,West Carolyn,Ukraine,2024-05-21,Premium,Organic,10407,591,High,True,True
4599,Marie Sutton,obrienfrank@example.com,1947-08-26,Female,Taylorfurt,Bouvet Island (Bouvetoya),2023-07-15,Standard,Organic,4104,725,Medium,True,False
4600,Cheryl Mann-Wilson,jodiegardner@example.org,1976-12-27,Non-Binary,Robertsborough,Guinea,2024-01-23,Premium,Organic,7532,745,Medium,True,True
4601,Dr David Whitehead,allanshaw@example.net,1995-04-14,Female,East Harry,Tokelau,2025-07-17,Standard,Referral,3206,657,Medium,True,False
4602,Dr Alison Allen,jonathan63@example.net,1947-06-22,Female,Hallfort,Senegal,2025-07-16,Standard,Organic,3348,638,High,True,False
4603,Terence Saunders,wendy53@example.com,2003-01-17,Female,West Lisa,Mauritania,2024-04-10,Business,Facebook Ads,25672,671,Medium,True,True
4604,Lorraine Goodwin,maureengill@example.com,1946-03-09,Female,East Leanne,Eritrea,2025-02-28,Business,Google Ads,25628,650,Medium,True,False
4605,Roy Parker,gibbschristian@example.net,1972-08-24,Male,Johnsonport,Belarus,2023-08-21,Standard,Google Ads,3057,625,High,True,False
4606,June Moss,gail90@example.com,1980-11-20,Male,Lake Damian,Ecuador,2024-07-05,Standard,Organic,2630,705,Medium,True,False
4607,Brenda Cook,sally01@example.com,1973-07-24,Male,Port Mitchellview,Mexico,2024-06-18,Standard,Organic,4812,713,Medium,True,False
4608,Chloe White,jay63@example.org,2003-10-03,Male,Ericton,Lesotho,2023-09-29,Standard,Google Ads,4025,722,Medium,True,True
4609,Adam Smith,fbegum@example.org,1964-05-15,Female,Melissamouth,Morocco,2025-12-30,Standard,Facebook Ads,3733,597,High,True,False
4610,Dorothy Rogers,nhaynes@example.net,1977-02-24,Female,North Jeffrey,Kiribati,2023-12-26,Standard,Organic,2814,694,Medium,False,False
4611,Nathan Ross,gillian94@example.org,1988-04-09,Female,East Allanborough,Korea,2025-12-31,Standard,Google Ads,4323,756,Low,True,False
4612,Jason Walton,hendersonmary@example.net,1995-12-03,Male,Port Glen,Mongolia,2025-09-06,Standard,Referral,4015,709,Medium,True,False
4613,Ms Lynne White,maria43@example.net,1977-11-15,Female,Justinview,Guernsey,2023-10-14,Premium,Organic,6699,675,Medium,True,True
4614,Maria Hall,pwilliams@example.net,1971-10-30,Female,East Bethland,Northern Mariana Islands,2025-06-17,Standard,Referral,2430,677,Medium,True,False
4615,Alice Watson,fisherjodie@example.org,1949-05-03,Male,Port Victoriaview,Western Sahara,2023-08-26,Standard,Google Ads,3311,652,Medium,True,False
4616,Leonard Law,leannebrady@example.net,1976-07-06,Female,Stanleychester,Finland,2026-03-23,Business,Referral,27173,723,Medium,True,False
4617,Dale Lynch,gardnerbeverley@example.org,1980-01-28,Female,East Christian,Mauritania,2024-06-26,Standard,Google Ads,4874,686,Medium,True,False
4618,Dr John Cooper,rebeccaharris@example.net,1993-11-18,Male,Daniellechester,Cayman Islands,2023-07-30,Premium,Google Ads,8443,669,Medium,True,False
4619,Melanie Saunders,zwood@example.net,1997-01-28,Male,New Hollyfort,Slovakia (Slovak Republic),2026-02-25,Premium,Facebook Ads,7262,674,Medium,True,False
4620,Dr Martin Stewart,kempkerry@example.net,1969-09-30,Male,East Max,Somalia,2025-04-08,Premium,Facebook Ads,9464,465,High,True,False
4621,Lee Walker,fpayne@example.net,1971-05-05,Male,Port Harriet,Finland,2026-01-03,Standard,Google Ads,2342,690,Medium,True,True
4622,Daniel Francis,bknight@example.com,1969-07-22,Female,West Jay,Australia,2025-08-13,Standard,Facebook Ads,4288,777,Low,True,False
4623,Mr Dale Parsons,reecematthews@example.org,1955-11-11,Female,South Kathryn,Latvia,2025-02-05,Premium,LinkedIn,10910,687,Medium,True,False
4624,Mr Iain Freeman,peterchapman@example.com,1967-11-02,Female,Julianport,Tuvalu,2023-12-16,Premium,LinkedIn,7335,850,Low,True,False
4625,Mrs Denise Wall,hwright@example.com,1999-10-15,Male,Daviesview,Chile,2025-11-22,Standard,Google Ads,3157,556,High,True,False
4626,Miss Anne Barnes,charlotte66@example.net,1988-10-09,Female,Johnstonshire,Saint Kitts and Nevis,2025-05-14,Standard,Google Ads,2759,725,Medium,True,False
4627,Joan Gregory,tpoole@example.org,1990-07-07,Female,Samland,Guam,2024-10-10,Standard,Google Ads,3594,710,Medium,True,False
4628,Max Smith-Oliver,isingh@example.net,1952-06-15,Male,Port Frances,Guernsey,2023-09-16,Business,Referral,24719,658,Medium,True,False
4629,Sylvia Miah-Brookes,margaret05@example.net,1961-11-24,Non-Binary,North Jamiehaven,Isle of Man,2023-12-05,Standard,LinkedIn,2371,753,Low,False,False
4630,Mr Frederick Davidson,gillianreeves@example.org,1995-09-24,Male,West Deniseview,Uzbekistan,2025-04-30,Standard,Google Ads,2706,661,Medium,True,False
4631,Tracy Davies,xanderson@example.com,1980-12-07,Female,Stephanieland,United States Virgin Islands,2025-12-17,Standard,Facebook Ads,2708,630,High,False,False
4632,Geoffrey Wood-Hughes,ronaldryan@example.com,1954-04-01,Female,Port Helenfort,British Virgin Islands,2025-03-03,Premium,Organic,5815,838,Low,True,False
4633,Grace Ellis-Nicholson,russellhowells@example.org,1975-02-15,Male,Carlyshire,Saudi Arabia,2025-01-18,Standard,Referral,2595,783,Low,True,False
4634,Francis Brown,joyce84@example.org,1954-02-22,Male,West Marian,Falkland Islands (Malvinas),2025-02-22,Standard,Google Ads,4054,720,Medium,True,False
4635,Glen Ward,josephinegrant@example.net,2001-05-01,Female,North Tracymouth,Gambia,2023-10-09,Standard,Google Ads,2546,716,Medium,False,False
4636,Mohammad Taylor,joanna03@example.net,1981-06-25,Non-Binary,West Debra,Poland,2025-12-22,Premium,Referral,10167,574,High,True,False
4637,Timothy Jones-Hunt,martinstokes@example.org,1956-10-11,Female,New Katietown,Belarus,2025-03-21,Standard,Referral,2337,701,Medium,True,False
4638,Kelly Harris,hannah88@example.org,1994-05-08,Female,Shannonland,Kenya,2025-07-28,Premium,Google Ads,9503,760,Low,False,False
4639,Jamie Kennedy,roysmith@example.org,2001-08-20,Female,Henryfort,Belgium,2023-12-13,Standard,Google Ads,2160,642,High,True,False
4640,Bruce Bird,cakhtar@example.com,1984-03-06,Male,Fordchester,Bolivia,2026-02-25,Standard,Organic,3327,684,Medium,False,False
4641,Matthew Hughes-Jones,singhshannon@example.net,1995-01-08,Male,Justinside,Bolivia,2023-10-17,Standard,Organic,4281,691,Medium,True,True
4642,Barbara Bentley,paulacooper@example.org,1959-10-14,Male,Port Thomasside,Bahrain,2024-04-26,Standard,Google Ads,2274,495,High,True,True
4643,Marilyn Nash,sarah37@example.com,2006-07-03,Male,South Pamela,United States Virgin Islands,2024-04-26,Standard,Google Ads,2371,678,Medium,True,False
4644,Andrew Patel,dickinsonjodie@example.com,1956-10-23,Female,Anthonyside,Saint Pierre and Miquelon,2024-05-11,Standard,Google Ads,2094,684,Medium,False,True
4645,Valerie Moran,creid@example.org,1962-11-28,Female,East Heatherside,New Zealand,2026-04-13,Standard,Referral,3782,787,Low,True,False
4646,Mandy Wood-Whittaker,josephine72@example.net,2001-12-04,Male,Wilsonberg,Macao,2023-06-30,Standard,Referral,4423,828,Low,True,False
4647,Samuel Freeman,smithrachael@example.com,1979-03-25,Male,Hollyborough,Portugal,2024-06-08,Premium,Referral,9360,689,Medium,False,False
4648,Charlotte Mills,graham65@example.org,1973-02-02,Female,Rhysburgh,Maldives,2026-02-24,Standard,Google Ads,2061,615,High,True,True
4649,Colin Wilkinson,stephanierobson@example.org,1959-04-13,Female,Kevinshire,Nauru,2024-10-08,Premium,LinkedIn,9678,579,High,True,False
4650,Conor Clark,meganjohnson@example.org,1980-03-31,Female,Lake Emmafort,Ecuador,2024-02-21,Standard,Referral,3304,815,Low,True,False
4651,Teresa Wright-Atkinson,mitchell08@example.com,1984-05-09,Female,Lake Charlenemouth,Korea,2023-07-28,Standard,Google Ads,2870,574,High,True,True
4652,Trevor Sharp,frostfrederick@example.org,1980-06-14,Female,Nicolaberg,Serbia,2025-10-16,Premium,Google Ads,11207,626,High,True,False
4653,Amelia Robinson,simmonskenneth@example.com,1952-10-14,Male,Denisland,South Georgia and the South Sandwich Islands,2023-08-04,Standard,Referral,2722,651,Medium,True,False
4654,Raymond Williams,ricky26@example.com,1964-04-29,Male,West Heather,Djibouti,2025-07-05,Business,Organic,34429,592,High,True,False
4655,Carly Ali,michaelwhite@example.net,1994-11-29,Male,Lake Damian,Brazil,2025-01-18,Standard,Facebook Ads,4550,559,High,True,False
4656,Mr Steven Brown,josephine55@example.net,1994-07-06,Male,Smithmouth,Solomon Islands,2024-02-06,Standard,Organic,4149,645,High,True,False
4657,Christine Barnes,claire44@example.com,1989-09-09,Male,New Rachael,Greenland,2026-04-13,Standard,Google Ads,2823,574,High,True,True
4658,Dr Gerard Mitchell,roger61@example.net,1958-04-03,Male,Jemmashire,Hungary,2023-07-27,Standard,Organic,1861,713,Medium,True,False
4659,Kathleen Horton,colinpage@example.net,1968-11-23,Female,Morleybury,Georgia,2024-07-04,Standard,Referral,3212,571,High,True,True
4660,David Quinn,leah50@example.net,1953-03-01,Female,Martinton,Dominican Republic,2026-06-05,Standard,Facebook Ads,4338,670,Medium,True,False
4661,Dr Helen Robertson,leannecollins@example.com,1970-05-01,Female,O'Neillton,Luxembourg,2026-03-30,Standard,Google Ads,3613,708,Medium,True,False
4662,Clare Storey-Kirk,aimee18@example.org,1960-09-21,Male,Patrickchester,Vanuatu,2023-08-06,Standard,Referral,2886,724,Medium,True,False
4663,Dr Victor Watson,kayleighhughes@example.org,1965-01-07,Non-Binary,Reidstad,Ghana,2024-08-29,Standard,Organic,3908,661,Medium,True,False
4664,Ian Roberts,allanbaldwin@example.net,1968-07-01,Male,Marcusmouth,Denmark,2024-08-23,Standard,Google Ads,3262,850,Low,True,False
4665,Dean Murray,dorothyhenderson@example.org,1973-10-19,Male,New Nathan,Trinidad and Tobago,2024-03-30,Standard,Referral,2271,709,Medium,True,False
4666,Donald Newton,phillipsbarbara@example.org,1962-03-01,Male,Shannontown,Germany,2024-10-06,Standard,Organic,2406,723,Medium,True,False
4667,Tracy Nolan,powerjoseph@example.com,1991-07-25,Male,Cookbury,Jamaica,2026-01-28,Premium,Organic,9592,850,Low,True,False
4668,Wendy Kelly,arthurmurray@example.com,1975-09-02,Male,Bentleyside,Brunei Darussalam,2025-04-14,Standard,Referral,3266,809,Low,False,False
4669,Miss Joanne Smith,jenkinsiain@example.org,1997-07-18,Female,North Annport,Micronesia,2025-04-09,Standard,Facebook Ads,4130,820,Low,True,False
4670,Mr Terry Burke,rogersshane@example.org,2007-11-13,Male,West Joanne,Colombia,2025-12-05,Standard,Google Ads,3431,635,High,True,True
4671,Mrs Sharon Taylor,philip92@example.net,1988-09-22,Male,Owenbury,Mayotte,2024-10-07,Standard,Referral,2019,527,High,True,False
4672,Graham Richardson-Harris,elewis@example.org,2003-02-17,Female,West Lynne,Equatorial Guinea,2026-05-20,Standard,Google Ads,4345,727,Medium,True,False
4673,Marion Ryan-Dixon,kevans@example.org,2006-10-27,Male,West Martinton,Egypt,2026-02-10,Premium,Organic,5239,742,Medium,True,True
4674,Aaron Oliver,clarkwayne@example.com,1950-04-08,Female,Smithfurt,British Virgin Islands,2024-10-18,Standard,Google Ads,3028,647,High,True,False
4675,Jill Parsons,colin32@example.net,1976-11-10,Female,Lake Ashleighville,Mali,2025-04-09,Standard,Organic,3771,634,High,True,False
4676,Maria Rogers,elliott64@example.com,1984-01-04,Female,Lake Rhys,Albania,2024-06-17,Standard,LinkedIn,2247,793,Low,True,False
4677,Kimberley Thomas-Hughes,martingordon@example.org,1953-04-11,Female,East Cameronview,Montenegro,2023-09-16,Standard,Referral,4482,677,Medium,True,False
4678,Ms Elaine Bevan,ann82@example.org,1971-03-27,Female,South Conor,Montserrat,2025-05-01,Standard,Facebook Ads,2169,780,Low,True,False
4679,Callum Brennan,patrickclark@example.com,1958-02-17,Female,Lake Jakeview,Nepal,2025-09-03,Standard,Facebook Ads,1866,816,Low,True,False
4680,Ms Holly Gray,nbailey@example.org,1959-01-27,Non-Binary,Jeffreyburgh,Latvia,2025-05-09,Premium,Google Ads,10848,821,Low,True,False
4681,Mitchell Dixon,emma12@example.net,1985-01-15,Female,East Carole,Ukraine,2024-02-06,Business,Referral,20656,713,Medium,False,False
4682,Tom Mason-Ryan,ballen@example.net,1957-07-02,Male,Lake Wayne,North Macedonia,2024-01-29,Standard,Google Ads,2371,733,Medium,True,True
4683,Leonard Murray,tbarker@example.com,1986-05-17,Female,Bryanbury,Netherlands,2023-07-31,Premium,Google Ads,8151,666,Medium,True,True
4684,Mohammed Adams,terencelewis@example.net,2003-06-19,Male,Suttonburgh,Cyprus,2023-08-03,Standard,Facebook Ads,2010,778,Low,False,False
4685,Chloe Thomas,jadedavies@example.org,1979-08-08,Male,New Brandon,Monaco,2024-04-28,Business,Facebook Ads,15148,610,High,True,True
4686,Brett Green-Bartlett,connorgriffiths@example.org,1965-11-14,Female,Westshire,Pakistan,2025-08-26,Standard,LinkedIn,3798,576,High,True,True
4687,Mr Andrew Booth,leesnicholas@example.com,1981-01-01,Male,North Sophie,Iran,2024-08-02,Standard,Organic,2585,771,Low,True,False
4688,Chloe Woods,harveymarian@example.org,1985-02-18,Male,Port Kathleen,Nigeria,2025-08-15,Standard,LinkedIn,3035,589,High,True,False
4689,Mr Duncan Cunningham,dyerleslie@example.net,1997-05-21,Male,Webbfurt,Hong Kong,2025-11-02,Premium,Organic,6547,791,Low,False,False
4690,Mr Gordon Evans,jonesguy@example.org,1983-09-06,Male,South Catherine,Palestinian Territory,2025-10-23,Standard,Google Ads,3410,672,Medium,True,False
4691,Vincent Thomas,abbie71@example.org,1973-04-03,Male,New William,Cook Islands,2025-11-16,Standard,Organic,3821,735,Medium,True,False
4692,George Walker-Blackburn,lthomas@example.net,1963-06-19,Female,Davishaven,Albania,2024-01-17,Standard,Organic,3131,745,Medium,True,False
4693,Joshua French-Foster,amysullivan@example.org,1968-07-17,Female,Georgebury,Timor-Leste,2024-08-04,Standard,Google Ads,2099,669,Medium,True,False
4694,Dr Sarah Leach,benpearson@example.net,1995-10-16,Male,Hollandchester,Tokelau,2024-10-11,Standard,Referral,4758,646,High,False,False
4695,Kevin Jones-Parker,shannonsharp@example.net,1993-10-21,Male,Andreastad,Bolivia,2026-03-12,Standard,Referral,3020,715,Medium,True,True
4696,Cameron Gray,stanleycooper@example.net,2002-02-15,Male,West Gavin,Peru,2025-09-16,Premium,Facebook Ads,9707,823,Low,True,False
4697,Miss Kelly Smith,martin38@example.com,1952-11-20,Female,Lake Amy,Malaysia,2024-10-18,Standard,Organic,4295,685,Medium,True,True
4698,Owen Ali-Singh,asullivan@example.org,1954-12-25,Male,Murphystad,Papua New Guinea,2026-03-27,Premium,Facebook Ads,10156,850,Low,True,False
4699,Joshua Begum-Dyer,leslie42@example.com,1982-09-30,Female,Port Marianburgh,United Arab Emirates,2026-05-25,Standard,LinkedIn,4304,811,Low,True,False
4700,Amanda Hammond-Davies,mohammadtaylor@example.com,1975-08-26,Male,New Alanside,Georgia,2024-07-03,Standard,Referral,4615,629,High,True,False
4701,Kieran Smith,umartin@example.org,2007-06-26,Female,Lake Carole,Saint Martin,2025-02-20,Standard,Organic,2711,651,Medium,True,False
4702,Ellie Bibi,tbates@example.com,1994-01-08,Male,West Kennethport,Holy See (Vatican City State),2025-06-19,Standard,Referral,2184,850,Low,True,False
4703,Elliott Fraser,umoore@example.com,1992-11-16,Male,West Diane,Guinea-Bissau,2025-11-07,Premium,Google Ads,8214,716,Medium,True,False
4704,Grace Ward,rebeccapeacock@example.com,1985-07-08,Male,Dohertyland,Madagascar,2023-10-13,Standard,Facebook Ads,4966,739,Medium,True,False
4705,Dr Michael Johnston,samuel84@example.org,1974-12-21,Female,South Janemouth,Zambia,2026-05-14,Standard,Google Ads,4337,591,High,True,False
4706,Mrs Aimee McDonald,brendalewis@example.net,1993-01-23,Female,Lake Martin,Morocco,2023-07-27,Standard,LinkedIn,3369,602,High,True,True
4707,Gregory Atkinson,stephenwright@example.net,1993-04-17,Male,East Daniellehaven,Bahrain,2025-04-03,Standard,Facebook Ads,4969,623,High,True,False
4708,Dr Elizabeth Allen,watsonpaula@example.org,1998-06-14,Female,Nigelview,Iceland,2024-04-28,Premium,Referral,9934,631,High,True,False
4709,Connor Jones,vsingh@example.org,2003-08-07,Female,North Stuartton,Russian Federation,2026-05-27,Standard,Google Ads,2787,814,Low,True,False
4710,Amanda Johnson,aturner@example.org,1967-12-26,Male,East Philip,Nigeria,2025-04-24,Standard,Organic,2882,735,Medium,True,True
4711,Miss Shirley Jones,smorgan@example.net,1991-05-26,Female,Wrightview,Nepal,2023-11-12,Standard,Organic,3132,698,Medium,True,False
4712,Denise Barber-Tomlinson,davisdean@example.com,1965-06-11,Female,East Grahamhaven,Heard Island and McDonald Islands,2023-12-15,Standard,Google Ads,2354,742,Medium,True,False
4713,Dr Kirsty Phillips,sharongreen@example.com,1989-04-22,Male,Davieshaven,Botswana,2025-03-11,Premium,Facebook Ads,6693,634,High,True,False
4714,Jack Buckley,gerald76@example.net,1974-11-29,Male,Port Lynnechester,Oman,2026-06-05,Premium,Organic,11746,730,Medium,True,False
4715,Mr Simon Tucker,annette69@example.com,1956-12-29,Male,East Teresa,Peru,2024-06-16,Premium,Facebook Ads,5562,658,Medium,True,False
4716,Mr James Harrison,xbell@example.com,1945-08-29,Female,Elaineberg,Pakistan,2025-03-11,Premium,Google Ads,10125,699,Medium,True,False
4717,Tracey Bailey,trevorwebb@example.com,1969-10-29,Male,Lake Kateton,Mozambique,2023-11-22,Standard,Referral,2919,672,Medium,True,False
4718,Dr Jacob Matthews,jonesowen@example.org,1975-03-25,Female,North Maria,Palau,2025-06-17,Premium,Google Ads,5782,736,Medium,True,False
4719,Emma Hudson-Miller,jade28@example.org,1958-06-07,Female,Stanleychester,Mauritius,2023-09-30,Standard,Facebook Ads,2716,648,High,False,False
4720,Jasmine Jones-Stokes,jake85@example.com,1989-05-29,Male,Antonyland,Chile,2024-12-07,Standard,LinkedIn,3641,599,High,False,False
4721,Justin Walters,ldennis@example.org,1971-11-07,Female,North Rachel,Iran,2023-09-29,Business,Referral,33453,603,High,True,False
4722,Mrs Dorothy Norris,bakermartyn@example.org,1972-05-14,Male,Denniston,Angola,2023-06-20,Standard,Referral,4148,790,Low,True,False
4723,Reece Wilkinson,richardsonashleigh@example.net,1950-04-09,Male,Lake Susanland,Bangladesh,2025-02-03,Standard,Facebook Ads,1997,659,Medium,True,True
4724,Matthew Curtis,cmills@example.com,2005-09-07,Male,Keithstad,Mauritius,2023-11-24,Standard,Referral,1838,594,High,True,True
4725,Mr Owen Evans,berrygeoffrey@example.com,1997-02-09,Male,East Wayneville,Equatorial Guinea,2025-01-13,Premium,Facebook Ads,8206,607,High,True,False
4726,Robert Martin-Stevens,iainsmith@example.org,1975-09-24,Male,Mossfurt,Venezuela,2023-07-25,Standard,LinkedIn,3499,715,Medium,True,False
4727,Joanna Jones,barbara39@example.net,1999-12-08,Male,Richardside,Ethiopia,2024-11-10,Standard,Referral,3045,481,High,True,True
4728,Anthony Williams,sean40@example.com,1974-02-19,Male,Robertmouth,Northern Mariana Islands,2024-03-11,Premium,Facebook Ads,9192,693,Medium,True,False
4729,Tony Jones,guywilson@example.net,1967-05-30,Male,Hallshire,United States Virgin Islands,2026-06-01,Standard,Google Ads,2312,829,Low,True,False
4730,Mr Bernard Bartlett,patelcharlene@example.org,1999-04-21,Male,North Lauraborough,Portugal,2026-04-21,Premium,LinkedIn,7212,694,Medium,True,False
4731,Rachel Wright-White,burkeemma@example.net,1971-12-24,Female,South Roy,Rwanda,2024-04-10,Standard,Organic,1844,614,High,True,False
4732,Richard Glover,jeffrey59@example.com,1992-01-18,Female,Port Alexandra,Colombia,2025-02-23,Standard,Google Ads,2316,781,Low,True,False
4733,Donald Williams,woodwardliam@example.net,1993-06-28,Male,South Jacqueline,Switzerland,2026-04-24,Standard,Facebook Ads,2891,599,High,False,False
4734,Timothy Clark,rosemaryfrost@example.org,1965-04-05,Female,East Aliceport,Uganda,2025-09-10,Business,Referral,33318,701,Medium,True,False
4735,Melissa Collins,billy88@example.org,2006-10-08,Male,Williamshaven,Sri Lanka,2025-10-04,Premium,LinkedIn,5947,715,Medium,True,False
4736,Ms Hannah Warren,daveyterence@example.org,1957-06-21,Female,West Donald,Barbados,2025-10-15,Standard,Organic,3744,753,Low,True,False
4737,Mrs Charlene Martin,wardadam@example.org,1981-03-14,Male,New Lucyhaven,Mauritania,2025-10-27,Standard,Google Ads,1984,647,High,True,False
4738,Carly Saunders,ostewart@example.net,1964-04-11,Non-Binary,Chapmanview,Russian Federation,2024-07-14,Standard,Google Ads,3971,552,High,True,False
4739,Dr Gordon Stevens,alisonlamb@example.net,1999-08-23,Female,East Caroleton,Ecuador,2023-08-10,Standard,Google Ads,1844,636,High,True,False
4740,Mr Leon O'Brien,wayne21@example.net,1997-05-09,Male,North Margaretfort,Guinea,2025-12-08,Premium,Facebook Ads,11292,790,Low,True,False
4741,Glenn Law,kelly86@example.org,1959-12-06,Male,Jamesland,Libyan Arab Jamahiriya,2025-09-25,Standard,LinkedIn,2500,663,Medium,True,False
4742,Katy Evans-Graham,jay74@example.com,1961-01-24,Male,Josephineport,Mexico,2023-09-17,Standard,Google Ads,2353,605,High,True,True
4743,Kathryn Barnett,sylvia81@example.net,1989-04-20,Male,South Kirstymouth,Croatia,2024-03-29,Premium,Organic,6412,637,High,True,False
4744,Elliot Hardy,carolwalsh@example.net,1967-02-07,Female,Marieberg,Ireland,2023-08-29,Standard,Organic,3268,551,High,True,True
4745,Ms Linda Parkinson,pjones@example.org,1970-06-09,Female,West Maurice,Maldives,2025-11-08,Standard,Google Ads,3607,582,High,True,False
4746,Janice Walker-Bennett,katemiddleton@example.com,1998-05-29,Male,McLeanstad,Malawi,2024-09-03,Standard,Facebook Ads,3778,694,Medium,True,False
4747,Toby Watts-Bartlett,asmith@example.org,1985-02-24,Female,Walkerfort,Cocos (Keeling) Islands,2024-02-08,Premium,Organic,5645,535,High,True,True
4748,Jordan Carter,hopkinsemma@example.org,2001-05-30,Male,Brucechester,Malta,2024-02-12,Standard,Google Ads,4277,749,Medium,True,False
4749,Valerie Miles,vreynolds@example.net,1975-12-12,Female,Smithfurt,Afghanistan,2025-05-27,Standard,Google Ads,3910,586,High,True,False
4750,Paula Skinner,edward29@example.net,1973-02-04,Male,Lake Sianburgh,Bangladesh,2025-09-12,Standard,Google Ads,2148,640,High,True,False
4751,Joanna Baker,susan70@example.net,1965-03-27,Male,Reeschester,Denmark,2023-12-03,Standard,Organic,3977,711,Medium,True,False
4752,Beth Miah,yhorton@example.org,1965-10-27,Male,Lake Kelly,Venezuela,2024-04-29,Standard,Google Ads,1850,806,Low,False,False
4753,Mr Gary Reeves,kfrost@example.net,1987-08-13,Female,Edwardport,Cameroon,2026-03-23,Standard,Referral,3344,726,Medium,True,False
4754,Ms Jessica King,zmarshall@example.com,1989-08-18,Non-Binary,Rosemarymouth,Sri Lanka,2023-08-07,Standard,Organic,4566,642,High,True,False
4755,Linda King,singhlauren@example.org,1959-06-05,Female,West Tobychester,Palestinian Territory,2024-09-26,Standard,Organic,4363,693,Medium,True,False
4756,Gerard Harvey,aliceduffy@example.org,1946-01-22,Female,North Elliottfurt,Western Sahara,2024-07-16,Standard,Google Ads,4875,699,Medium,True,False
4757,Declan Collier,dannybrennan@example.com,1991-06-17,Female,New Margaret,Swaziland,2024-03-11,Standard,LinkedIn,2765,677,Medium,True,False
4758,Mary Ford,matthewsnatasha@example.org,1946-08-16,Male,Lake Frederick,Western Sahara,2024-12-22,Standard,Organic,2943,712,Medium,True,False
4759,Margaret Singh,parkinsonbethany@example.net,1989-02-21,Male,South Denismouth,Botswana,2025-11-14,Premium,LinkedIn,8687,649,High,True,False
4760,Mr Alan King,naomismith@example.com,1952-10-06,Female,Woodburgh,Philippines,2025-03-29,Business,Referral,16717,663,Medium,True,False
4761,Robin Roberts,hughesjulia@example.net,1998-12-11,Female,Mohamedhaven,Macao,2026-03-25,Premium,LinkedIn,6797,802,Low,False,False
4762,Debra Stokes-Leonard,jenna02@example.net,1959-02-09,Female,Port Joantown,Saint Martin,2023-07-02,Premium,Google Ads,5935,704,Medium,True,False
4763,Darren Bennett,smithbrian@example.net,1958-05-16,Male,Turnermouth,Russian Federation,2023-09-27,Business,LinkedIn,13548,694,Medium,True,False
4764,Diane Morris-Thomas,robertshenry@example.com,2005-09-25,Female,New Bruce,Greece,2024-02-01,Premium,Referral,7455,655,Medium,True,False
4765,Howard Ahmed,geoffrey11@example.net,1984-06-28,Female,West Christineton,Bermuda,2026-03-16,Business,Facebook Ads,27960,668,Medium,False,False
4766,Alex Willis-Holland,dward@example.org,2005-07-10,Male,Marilynmouth,Wallis and Futuna,2023-07-06,Premium,Referral,11023,819,Low,True,False
4767,Samantha Harvey-Bailey,jennathomson@example.com,1977-03-31,Female,East Petermouth,Belgium,2024-06-27,Standard,Google Ads,4778,578,High,False,False
4768,Marcus Watson,ikennedy@example.com,1949-03-03,Male,South Nigel,Korea,2025-04-05,Standard,Referral,4005,736,Medium,True,False
4769,Elliot Cooper,cfranklin@example.com,1951-03-02,Male,East Charlie,Hungary,2024-05-10,Standard,Organic,2585,715,Medium,True,False
4770,Dr Frank Vincent,reece07@example.net,1988-09-29,Male,South Iain,Honduras,2025-03-31,Standard,LinkedIn,2371,556,High,True,False
4771,Samuel Dean,carolyn59@example.net,1999-04-18,Male,Port Victoria,Hungary,2024-06-01,Standard,Organic,2274,741,Medium,True,False
4772,Mary Ward-Fleming,mathewkaur@example.org,2004-11-15,Female,Andersonport,United Kingdom,2025-11-23,Standard,LinkedIn,4599,692,Medium,True,False
